index;micro;successor_calls;generated;pushed;popped;pruned_post_pop;length;gridcost
38;5397.614;10125;6130;4497;4415;0;1961.450677173308;2377.1463
39;10814.756;18176;10993;8109;8083;0;3427.153034112641;4093.2022
40;24951.768;39063;23528;17428;17408;0;2735.963366727818;3278.124
41;28000.593;40936;24650;18260;18238;0;3425.140856334865;4115.4865
42;11663.599;16291;9854;7245;7191;0;2417.223305637001;2906.7687
43;924.441;731;442;305;300;0;279.7884437775811;339.53911
44;12006.701;15421;9298;6907;6859;0;1118.558279900062;1337.1148
45;10549.131;20088;12148;8936;8874;0;1459.595184836508;1752.8965
46;22954.811;42128;25370;18791;18774;0;3007.136188530744;3613.5332
47;2113.157;2625;1590;1194;1176;0;714.4679650833463;860.67619
48;4718.95;10769;6549;4800;4771;0;1583.48589719238;1893.1097
49;20202.595;36990;22285;16512;16483;0;2416.705634931242;2882.8276
50;17108.496;37185;22433;16616;16571;0;3861.221144299867;4596.5109
51;9074.815;20498;12435;9245;9166;0;2656.101909540459;3188.6682
52;2546.492;5876;3587;2675;2610;0;673.0189917155433;798.46299
53;350.724;468;291;208;196;0;157.0637982626286;188.35534
54;21214.111;41979;25342;18774;18729;0;3473.65866274115;4148.984
55;18880.745;36733;22157;16438;16401;0;3341.346115060045;4009.717
56;4439.304;9338;5673;4257;4248;0;1306.821273214449;1574.7838
57;20295.481;41150;24834;18432;18386;0;3916.609903429789;4673.4815
58;6479.816;12324;7453;5528;5450;0;863.7251435634328;1040.6173
59;10067.387;22584;13643;10143;10081;0;1707.894043501695;2047.4651
60;18502.739;37112;22394;16549;16503;0;3029.44211486533;3628.7048
61;80.442;123;81;61;57;0;74.03810727892977;88.384776
62;17086.925;39533;23789;17622;17601;0;3019.692653207611;3639.0479
63;17163.324;36860;22234;16474;16436;0;2235.878917891559;2685.4133
64;1239.971;2401;1459;1077;1048;0;517.6569271800197;614.13708
65;3932.991;9823;5953;4331;4296;0;1228.728073454016;1478.3696
66;912.958;2082;1262;935;930;0;617.2064785064243;746.32085
67;15073.608;34248;20674;15357;15303;0;2537.206413299795;3040.526
68;6549.682;7579;4609;3402;3344;0;644.1633503631726;775.22035
69;10560.921;21869;13221;9741;9683;0;3579.902391949056;4268.4276
70;4059.493;5426;3276;2434;2414;0;851.1109188331294;1014.5757
71;15914.078;35588;21459;15948;15925;0;2744.455931515022;3286.3078
72;11269.425;20779;12547;9301;9243;0;1589.648677217973;1920.7077
73;16819.292;32810;19755;14670;14634;0;2781.305377776632;3359.521
74;18222.617;41960;25319;18772;18719;0;3883.111249324804;4654.2388
75;23248.281;26542;16007;11895;11850;0;1498.701088110426;1802.1808
76;21685.507;34779;20965;15583;15568;0;2276.555504506194;2739.2296
77;24609.776;39312;23664;17534;17520;0;2647.407234107251;3180.7098
78;9099.976;20034;12158;8943;8877;0;2614.188058102985;3115.4255
79;12904.094;23187;13975;10387;10354;0;1341.632931132345;1606.4113
80;19704.743;38660;23280;17264;17237;0;2508.707294313306;3013.3545
81;17202.11;40004;24075;17855;17838;0;3045.755364804127;3638.2195
82;5361.305;8869;5368;3997;3935;0;784.2006225091931;954.47518
83;2093.929;5584;3352;2497;2486;0;2127.639682077305;2529.0753
84;1600.958;4059;2441;1774;1763;0;1062.343361880681;1258.0732
85;12879.555;26386;15926;11827;11769;0;3296.738278905481;3956.717
